ID,Title,Author,Publication,Format,ISBN,Series,Physical Details
a153,"""Performance evaluation and benchmarking : traditional to big data to internet of things : 7th TPC Technology Conference, TPCTC 2015, Kohala Coast, HI, USA, August 31 - September 4, 2015. Revised selected papers""","""Raghunath Nambiar, Meikel Poess (eds.)""","""Switzerland : Springer, 2016.""","""Books""",9783319314099,"""Lecture notes in computer science ; 9508,LNCS sublibrary. Programming and software engineering,""","""nan"""
a152,"""Soft computing in data science : first international conference, SCDS 2015, Putrajaya, Malaysia, September 2-3, 2015, Proceedings""","""Michael W. Berry, Azlinah Hj. Mohamed, Yap Bee Wah (eds.)""","""Singapore : Springer, 2015.""","""Books""",9789812879363,"""Communications in computer and information science ; 545,""","""nan"""
a5011,"""Process support and knowledge representation in health care : AIME 2013 Joint Workshop, KR4HC 2013/ProHealth 2013, Murcia, Spain, June 1, 2013, revised selected papers""","""edited by David Riaño, Richard Lenz, Silvia Miksch, Mor Peleg, Manfred Reichert, Annette Teije""","""Cham : Springer International Publishing : Imprint: Springer, [2013]. ©2013""","""Books""",9783319039169,"""Lecture notes in computer science ; 8268,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,LNCS sublibrary. Artificial intelligence,Lecture notes in computer science. Lecture notes in artificial intelligence,""","""nan"""
a5010,"""The fractal structure of data reference : applications to the memory hierarchy""","""by Bruce McNutt""","""Boston : Kluwer Academic, [2000] ©2000""","""Books""",9780306470349,"""Kluwer international series on advances in database systems ; 22,""","""nan"""
a2610,"""Learning SciPy for numerical and scientific computing : quick solutions to complex numerical problems in physics, applied mathematics, and science with SciPy""","""Sergio J. Rojas G., Erik A. Christensen, Francisco J. Blanco-Silva""","""2nd ed. Birmingham, England ; Mumbai, [India] : Packt Publishing, 2015. ©2015""","""Books""",9781783987719,"""Community experience distilled,""","""nan"""
a160,"""Progress in cryptology - LATINCRYPT 2014 : third International Conference on Cryptology and Information Security in Latin America Florianópolis, Brazil, September 17-19, 2014,r evised selected papers""","""Diego F. Aranha, Alfred Menezes (eds.)""","""Cham : Springer, 2015.""","""Books""",9783319162959,"""Lecture notes in computer science ; 8895,""","""nan"""
a5017,"""Public key cryptography : 4th International Workshop on Practice and Theory in Public Key Cryptosystems, PKC 2002, Paris, France, February 12-14, 2002 : proceedings""","""David Naccache, Pascal Paillier (Eds.)""","""Berlin ; London : Springer, [2002] ©2002""","""Books""",9783540431688,"""Lecture notes in computer science ; 2274,""","""nan"""
a2616,"""IEEE standard multichannel analyzer (MCA) histrogram data interchange format for nuclear spectroscopy""","""sponsor, Nuclear Instruments and Detectors Committee of the IEEE Nuclear and Plasma Sciences Society""","""New York, N.Y. : Institute of Electrical and Electronics Engineers, 1993.""","""Books""",9781559372619,"""IEEE ; 1214-1992,""","""nan"""
a5021,"""Enhancing data systems to improve the quality of cancer care""","""Maria Hewitt and Joseph V. Simone, editors ; National Cancer Policy Board, Institute of Medicine and Commission on Life Sciences, National Research Council""","""Washington, D.C. : National Academy Press, 2000.""","""Books""",9780309086493,"""nan""","""nan"""
a5016,"""Requirements engineering for Internet of Things : 4th Asia-Pacific Symposium, APRES 2017, Melaka, Malaysia, November 9-10, 2017, Proceedings""","""Massila Kamalrudin, Sabrina Ahmad, Naveed Ikram (eds.)""","""Singapore : Springer, 2018.""","""Books""",9789811077968,"""Communications in computer and information science ; 809,""","""nan"""
a2626,"""Trends in functional programming : 14th International Symposium, TFP 2013, Provo, UT, USA, May 14-16, 2013, revised selected papers""","""edited by Jay McCarthy""","""Heidelberg : Springer, 2014.""","""Books""",9783642453403,"""Lecture notes in computer science ; 8322,LNCS sublibrary. Theoretical computer science and general issues,""","""nan"""
a5031,"""Research methods in Africana studies""","""Serie McDougal III""","""New York : Peter Lang, [2014] ©2014""","""Books""",9781433124617,"""Black studies & critical thinking ; v. 64,""","""nan"""
a5034,"""The logic of typed feature structures : with applications to unification grammars, logic programs, and constraint resolution""","""Bob Carpenter""","""Cambridge ; New York : Cambridge University Press, 1992.""","""Books""",9780521419321,"""Cambridge tracts in theoretical computer science ; 32,""","""nan"""
a5037,"""Advances in spatial data handling : geospatial dynamics, geosimulation and exploratory visualization""","""Sabine Timpf, Patrick Laube, editors""","""Heidelberg ; New York : Springer, [2013] ©2013""","""Books""",9783642323164,"""Advances in geographic information science,""","""nan"""
a5039,"""Impacts of microcomputers on operations research : proceedings of a symposium sponsored by the Computer Science Technical Section of the Operations Research Society of America, held on March 20-22, 1985, at the University of Colorado at Denver, Denver, Colorado, U.S.A.""","""editors, Saul I. Gass ... [et a.]""","""New York : North-Holland, [1986] ©1986""","""Books""",9780444010889,"""Publications in operations research series ; v. 5,""","""nan"""
a5041,"""Econometrics in a formal science of economics : theory and the measurement of economic relations""","""Bernt P. Stigum""","""Cambridge, Massachusettes : MIT Press, 2015.""","""Books""",9780262028585,"""nan""","""nan"""
a182,"""Advanced data mining and applications : 8th International Conference, ADMA 2012, Nanjing, China, December 15-18, 2012 : proceedings""","""Shuigeng Zhou, Songmao Zhang, George Karypis (eds.)""","""Berlin ; New York : Springer, [2012] ©2012""","""Books""",9783642355271,"""Lecture notes in computer science ; 7713,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan"""
a187,"""Privacy and security issues in data mining and machine learning : international ECML/PKDD Workshop, PSDML 2010, Barcelona, Spain, September 24, 2010 : revised selected papers""","""Christos Dimitrakakis ... [and others] (eds.)""","""Berlin ; New York : Springer, [2011] ©2011""","""Books""",9783642198960,"""Lecture notes in computer science ; 6549,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan"""
a188,"""Transactions on data hiding and multimedia security IX : Special Issue on Visual Cryptography""","""Yun Q. Shi (editor-in-chief); Feng Liu, Weiqi Yan (guest editors)""","""Heidelberg : Springer, 2014.""","""Books""",9783642550461,"""Lecture notes in computer science ; 8363,""","""nan"""
a5046,"""Next generation information system technology : proceedings""","""First International East/West Data Base Workshop, Kiev, USSR, October 9-12, 1990 ; J.W. Schmidt, A.A. Stogny, (eds.)""","""Berlin : New York : Springer-Verlag, [1991] ©1991""","""Books""",9783540541417,"""Lecture notes in computer science ; 504,""","""nan"""
a190,"""High performance computing for computational science-- VECPAR 2012 : 10th International Conference, Kobe, Japan, July 17-20, 2012, revised selected papers""","""Michel Daydé, Osni Marques, Kengo Nakajima (eds.)""","""Berlin ; New York : Springer, [2013] ©2013""","""Books""",9783642387180,"""Lecture notes in computer science ; 7851,LNCS sublibrary. Theoretical computer science and general issues,""","""nan"""
a2646,"""Formal techniques for networked and distributed systems, FORTE 2003 : 23rd IFIP WG 6.1 international conference, Berlin, Germany, September 29-October 2, 2003 : proceedings""","""Hartmut König, Monika Heiner, Adam Wolisz (eds.)""","""Berlin ; New York : Springer, [2003] ©2003""","""Books""",9783540201755,"""Lecture notes in computer science. 2767,""","""nan"""
a5051,"""International Symposium on Spatial Analysis, Spatial-Temporal Data Modeling, and Data Mining : 13-14 October 2009, Wuhan, China : [proceedings]""","""Yaolin Liu, Xinming Tang, editors ; organized by School of Resource and Environmental Science, Wuhan University (China) [and others] ; sponsored by Ministry of Education of the People's Republic of China [and others]""","""Bellingham, Wash. : SPIE, [2009] ©2009""","""Books""",9780819478030,"""Proceedings of SPIE--the International Society for Optical Engineering ; v. 7492,""","""nan"""
a5049,"""Health information science : 4th International Conference, HIS 2015, Melbourne, Australia, May 28-30, 2015, proceedings""","""Xiaoxia Yin, Kendall Ho, Daniel Zeng, Uwe Aickelin, Rui Zhou, Hua Wang (eds.)""","""Cham : Springer, 2015.""","""Books""",9783319191560,"""Lecture notes in computer science ; 9085,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan"""
a5056,"""Mathematics and applications of data/image coding, compression, and encryption III : 2 August 2000, San Diego, USA""","""Mark S. Schmalz, chair/editor ; sponsored ... by SPIE--the International Society for Optical Engineering ; cooperating organization, Society for Industrial and Applied mathematics (SIAM)""","""Bellingham, Wash., USA : SPIE, [2000] ©2000""","""Books""",9780819437679,"""Proceedings of SPIE--the International Society for Optical Engineering ; v. 4122,""","""nan"""
a5058,"""Learning Python data visualization : master how to build dynamic HTML5-ready SVG charts using Python and the pygal library""","""Chad Adams""","""Birmingham, England : Packt Publishing, 2014. ©2014""","""Books""",9781783553341,"""Community experience distilled,""","""nan"""
a2655,"""Semantic technology : 5th Joint International Conference, JIST 2015, Yichang, China, November 11-13, 2015, Revised selected papers""","""Guilin Qi, Kouji Kozaki, Jeff Z. Pan, Siwei Yu (eds.)""","""Cham : Springer, 2016.""","""Books""",9783319316765,"""Lecture notes in computer science ; 9544,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan"""
a204,"""Recent trends in data type specification : 7th Workshop on Specification of Abstract Data Types, Wusterhausen/Dosse, Germany, April 17-20, 1990 ; proceedings""","""H. Ehrig ... [and others], eds""","""Berlin ; New York : Springer-Verlag, [1991] ©1991""","""Books""",9780387544960,"""Lecture notes in computer science ; 534,""","""nan"""
a5066,"""Computer science and educational software design : a resource for multidisciplinary work in technology enhanced learning""","""Pierre Tchounikine""","""Berlin ; Heidelberg ; New York : Springer, [2011] ©2011""","""Books""",9783642200038,"""nan""","""nan"""
a2657,"""Science needs for microbial forensics : developing initial international research priorities""","""Committee on Science Needs for Microbial Forensics: Developing an Initial International Roadmap, Board on Life Sciences, Division on Earth and Life Studies, National Research Council of the National Academies ; in cooperation with the Croatian Academy of Sciences and Arts, the UK Royal Society and the International Union of Microbiological Societies""","""Washington, D.C. : National Academies Press, [2014] ©2014""","""Books""",9780309302456,"""nan""","""nan"""
a5070,"""Fraud analytics using descriptive, predictive, and social network techniques : a guide to data science for fraud detection""","""Bart Baesens, Veronique Van Vlasselaer, Wouter Verbeke""","""Hoboken, New Jersey : John Wiley & Sons, Inc., [2015]""","""Books""",9781119146827,"""Wiley and SAS business series,""","""nan"""
a208,"""Data management technologies and applications : 4th International Conference, DATA 2015, Colmar, France, July 20-22, 2015 revised selected papers""","""Markus Helfert, Andreas Holzinger, Orlando Belo, Chiara Francalanci (eds.)""","""Cham : Springer, 2016. ©2016""","""Books""",9783319301624,"""Communications in computer and information science ; 584,""","""nan"""
a2661,"""Data mining applications with R""","""Yanchang Zhao, Senior Data Miner, RDataMining.com, Australia, Yonghua Cen, Associate Professor, Nanjing University of Science and Technology, China""","""Amsterdam ; Boston : Academic Press, an imprint of Elsevier, [2014] ©2014""","""Books""",9780124115200,"""nan""","""nan"""
a5076,"""Understanding data communications""","""F.-J. Kauffels ; translator, Derek Lewis""","""Chichester, West Sussex, England : Ellis Horwood ; New York : Halsted Press, 1989.""","""Books""",9780745807003,"""Ellis Horwood books in computing science. Series in computer communications and networking,Ellis Horwood series in computer communications and networking,""","""nan"""
