	Title	Author	Publication	Format	ISBN	Series	Physical Details
9250	Introduction to distributed computer systems : principles and features  	Czaja, Ludwik	Cham, Switzerland	Electronic books.	9783319720234 (electronic bk.)3319720236 (electronic bk.) (print)	Lecture notes in networks and systems ; v. 27.	1 online resource.
9255	Social research methods : qualitative and quantitative approaches  	Bernard, H. Russell (Harvey Russell), 1940-	Thousand Oaks		076191403X (alk. paper) 0761914048 (alk. paper)		xxv, 659, [94] p.
9256	Business processes : a database perspective  	Deutch, Daniel.	[San Rafael, Calif.]	Electronic books.	9781608459032 (electronic bk.)1608459039 (electronic bk.) (pbk.)	Synthesis lectures on data management ; #27. 2153-5418	1 online resource (xi, 91 pages)
9257	Virtualized cloud data center networks : issues in resource management  	Tsai, Linjiun	Switzerland	Electronic books.	9783319326320 (electronic bk.)3319326325 (electronic bk.) (print) (print)	SpringerBriefs in electrical and computer engineering.	1 online resource (viii, 57 pages)
9258	Automated defect prevention : best practices in software management  	Huizinga, Dorota.	Hoboken, N.J.	Electronic books.	9780470165171 0470165170 9780470165164 (electronic bk.) 0470165162 (electronic bk.)		1 online resource (xxvi, 426 p.)
9259	Interconnecting Heterogeneous Information Systems 	Bouguettaya, Athman.	Boston, MA	Electronic books.	9781461555674 electronic bk.1461555671 electronic bk.	Springer International Series on Advances in Database Systems ; 14.	1 online resource (xxi, 218 pages).
9260	Towards cognitive cities : advances in cognitive computing and its application to the governance of large urban systems  	Portmann, Edy, | Finger, Matthias,	Switzerland	Electronic books.	9783319337982 (electronic bk.)331933798X (electronic bk.) (print)3319337971 9783319337975	Studies in systems, decision and control ; v. 63.	1 online resource (xvii, 215 pages)
9261	The project manager's guide to mastering agile : principles and practices for an adaptive approach  	Cobb, Charles G., 1945-	Hoboken	Electronic books.	9781118991763 (electronic bk.)1118991761 (electronic bk.)111899177X (electronic bk.)9781118991770 (electronic bk.)		1 online resource
9262	Business risk and simulation modelling in practice : using Excel, VBA and @RISK  	Rees, Michael, 1964-	Chichester, West Sussex, United Kingdom	Electronic books.	9781118904039 (pdf)1118904036 (pdf)9781118904046 (epub)1118904044 (epub)9781118904022 1118904028 1118904052 9781118904053  (cloth)	Wiley finance series.	1 online resource.
9263	Science Education Research in the Knowledge-Based Society 	Psillos, Dimitris.	Dordrecht	Electronic books.	9789401701655 (electronic bk.)9401701652 (electronic bk.)		1 online resource (xi, 481 pages)
9264	Multiple imputation and its application 	Carpenter, James R.	Chichester, West Sussex, UK	Electronic books.	9781118442616 ePub111844261X ePub9781118442623 MobiPocket1118442628 MobiPocket9781119942276 Adobe PDF1119942276 Adobe PDF9781119942283 1119942284  hardback hardback	Statistics in practice.	1 online resource.
9265	Geographic knowledge infrastructure : applications to territorial intelligence and smart cities  	Laurini, Robert	London	Electronic books.	9780081023525 (electronic bk.)0081023529 (electronic bk.)		1 online resource
9266	Theoretical and computational research in the 21st century  	Islam, Nazmul.	Toronto	Electronic books. | History.	9781482252743 (electronic bk.)1482252740 (electronic bk.)		1 online resource (xxiv, 251 pages)
9267	Visual analytics for management : translational science and applications in practice  	Bendoly, Elliot, | Clark, Sacha,	New York, NY		9781138190719 hardcover1138190713 hardcover9781138190726 paperback1138190721 paperback electronic book electronic book electronic publication		xxi, 175 pages ; 23 cm
9268	Spectral Techniques in VLSI CAD 	Thornton, Mitchell Aaron.	Boston, MA	Electronic books.	9781461514251 electronic bk.1461514258 electronic bk.		1 online resource (xiii, 250 p.)
9269	Automated Practical Reasoning : Algebraic Approaches  	Pfalzgraf, Jochen.	Vienna	Electronic books.	9783709166048 electronic bk.3709166047 electronic bk.	Texts and Monographs in Symbolic Computation, A Series of the Research Institute for Symbolic Computation, Johannes-Kepler-University, Linz, Austria.	1 online resource (xi, 223 pages)
9270	User Models in Dialog Systems 	Kobsa, Alfred.	Berlin, Heidelberg	Electronic books.	9783642832307 electronic bk.364283230X electronic bk.	Symbolic computation. Artificial intelligence.	1 online resource (xi, 471 pages)
9271	Survey of working conditions : November, 1969-January 1970 : [codebook]  	Quinn, Robert P.	Ann Arbor		0879441828	SRC study ; no. 45369 SSA study ; no. 3507	ix, [20], 438 p. ; 23 cm.
9272	Introduction to certificateless cryptography  	Xiong, Hu	Boca Raton		9781482248609 1482248603 hardcover		xxiii, 314 pages ; 24 cm
9273	The vocabulary of medical English : a corpus-based study  	PanocovÃ¡, RenÃ¡ta	Newcastle upon Tyne	Statistics. | Tables. | Terminology.	9781443895781 hardcover1443895784 hardcover		x, 183 pages
9274	Expert bytes : computer expertise in forensic documents : players, needs, resources, and pitfalls  	Atanasiu, Vlad.	Boca Raton, FL		9781466591905 (hardback) 1466591900 (hardback)		ix, 198 pages ; 24 cm
9275	The basics of social research  	Babbie, Earl R.	Belmont, Calif.		9781133594147 (student edition		xxvii, 542 pages ; 26 cm
9276	Formal techniques for distributed systems : joint 12th IFIP WG 6.1 international conference, FMOODS 2010 and 30th IFIP WG 6.1 international conference, FORTE 2010, Amsterdam,...	Hatcliff, John, | Zucca, Elena.	Berlin	Electronic books. | Conference papers and proceedings.	9783642134647 3642134645  pbk. pbk.	Lecture notes in computer science ; 6117.	1 online resource (xii, 231 p.)
9277	Algorithmic and knowledge based CAD for VLSI  	Taylor, Gaynor E., | Russell, G.	London, United Kingdom	Electronic books.	9781849193580 (e-book)1849193584 (e-book)	IEE circuits and systems series ; 4.	1 online resource (289 pages)
9278	The rise of the expert company : how visionary companies are using artificial intelligence to achieve higher productivity and profits  	Feigenbaum, Edward A.	New York		0812917316 9780812917314 0679725180 (VINTAGE)9780679725183 (VINTAGE)0333496590 (MACMILLAN)9780333496596 (MACMILLAN)		xiii, 322 pages ; 22 cm
9279	Programming distributed computing systems : a foundational approach  	Varela, Carlos A.	Cambridge, MA	Electronic books.	9781461931850 (electronic bk.)1461931851 (electronic bk.)9781628709124 (electronic bk.)162870912X (electronic bk.)9780262313353 0262313359		1 online resource.
9280	Grids and service-oriented architectures for service level agreements 	Wieder, Philipp. | Yahyapour, Ramin. | Ziegler, Wolfgang.	New York	Electronic books.	9781441973207 1441973206	CoreGRID series ; 13th v.	1 online resource (xvi, 184 pages).
9281	Multidisciplinary perspectives in cryptology and information security  	Al Maliky, Sattar B. Sadkhan, | Abbas, Nidaa A.	Hershey, PA	Electronic books.	9781466658097 (electronic bk.)1466658096 (electronic bk.)   (print & perpetual access)1466658118 9781466658110	Advances in information security, privacy, and ethics (AISPE) book series.	1 online resource.
9282	Being really virtual : immersive natives and the future of virtual reality  	Steinicke, Frank	Cham, Switzerland	Electronic books.	9783319430782 (electronic book)3319430785 (electronic book) (cloth) (cloth)		1 online resource (166 pages)
9286	Modeling and verification of real-time systems : formalisms and software tools  	Merz, Stephan. | Navet, Nicolas.	London, UK	Electronic books.	9780470611012 (ebook) 0470611014 (ebook) 9780470393598 (ebook) 0470393599 (ebook)		1 online resource (393 p.)
9287	Expert systems in environmental planning  	Wright, J. R.	Berlin ; Springer-Verlag, c1993.		3540560637 (Germany		xxi, 311 p.
9288	Interactive LISREL in practice : getting started with a SIMPLIS approach  	Vieira, Armando Luis.	Heidelberg ; Springer, c2011.	Electronic books.	9783642180446 electronic bk.3642180442 electronic bk.	SpringerBriefs in statistics.	1 online resource (viii, 90 p.).
9289	FormsFormat 2010 : formal methods for automation and safety in railway and automotive systems  	Schnieder, Eckehard. | Tarnai, GÃ©za.	Berlin ; Springer, Â©2011.	Electronic books.	9783642142611 electronic bk.3642142613 electronic bk.		1 online resource (xi, 256 pages)
9290	The Estonian language in the digital age = Eesti keel digiajastul  	Liin, Krista. | Rehm, Georg. | Uszkoreit, Hans.	Berlin ; Springer, Â©2012.	Electronic books.	9783642307850 electronic bk.364230785X electronic bk.		1 online resource.
9291	The Romanian language in the digital age = Limba RomÃ¢nÄ Ã®n era digitalÄ  	TrandabÄt, Diana. | Rehm, Georg. | Uszkoreit, Hans.	Berlin ; Springer, Â©2012.	Electronic books.	9783642307034 electronic bk.3642307035 electronic bk.		1 online resource.
9292	The Irish language in the digital age = An Ghaeilge sa rÃ© dhigiteach  	Judge, John | Rehm, Georg. | Uszkoreit, Hans.	Berlin ; Springer, Â©2012.	Electronic books.	9783642305580 electronic bk.364230558X electronic bk.		1 online resource.
9293	The Italian language in the digital age = La lingua italiana nell'era digitale  	Calzolari, N. | Rehm, Georg. | Uszkoreit, Hans.	Berlin ; Springer, Â©2012.	Electronic books.	9783642307768 electronic bk.3642307760 electronic bk.	White paper series (Springer (Firm))	1 online resource.
9294	Privacy-Preserving Machine Learning for Speech Processing 	Pathak, Manas A.	New York, NY	Electronic books.	9781461446392 electronic bk.1461446392 electronic bk.	Springer Theses, Recognizing Outstanding Ph. D. Research, 2190-5053	1 online resource (XVII, 141 pages)
9295	Roberto Busa, S. J., and the emergence of humanities computing. The priest and the punched cards  	Jones, Steven E.	Basingstoke	Electronic books.	9781317286530 electronic bk.1317286537 electronic bk.		1 online resource (178 pages)
9297	The Blockchain alternative : rethinking macroeconomic policy and economic theory  	Bheemaiah, Kariappa	[United States]	Electronic books.	9781484226742 (electronic bk.)1484226747 (electronic bk.) (print)		1 online resource
9300	Advances in Production Management Systems. The Path to Intelligent, Collaborative and Sustainable Manufacturing : IFIP WG 5.7 International Conference, APMS 2017, Hamburg,...	LÃ¶dding, Hermann. | Riedel, Ralph. | Thoben, Klaus-Dieter. | von Cieminski, Gregor. | Kiritsis, Dimitris.	Cham	Electronic books.	9783319669267 3319669265	IFIP advances in information and communication technology ; 514. 1868-4238	1 online resource (xxiii, 508 p.)
9301	Augmented Reality and Virtual Reality : Empowering Human, Place and Business  	Jung, Timothy. | tom Dieck, M. Claudia.	Cham	Electronic books.	9783319640273 3319640275	Progress in IS, 2196-8705	1 online resource (xi, 384 p.)
9302	Proceedings of the 3rd International Conference on Advanced Computing, Networking, and Informatics (ICACNI 2015). Volume 1  	Nagar, Atulya K., | Mohapatra, Durga Prasad, | Chaki, Nabendu,	New Delhi ; New York	Electronic books. | Conference papers and proceedings.	9788132225386 (electronic bk.)8132225384 (electronic bk.)   (print) (print)	Smart innovation, systems, and technologies ; 43.	1 online resource.
9303	Designing networks for innovation and improvisation : proceedings of the 6th International Coins Conference  	Zylka, MatthÃ¤us P., | Fuehres, Hauke, | Colladon, Andrea Fronzetti, | Gloor, Peter A.	Switzerland	Electronic books. | Conference papers and proceedings.	9783319426976 (electronic bk.)3319426974 (electronic bk.)		1 online resource
9304	New frontiers in artificial intelligence : JSAI-isAI 2011 Workshops, LENLS, JURISIN, ALSIP, MiMI, Takamatsu, Japan, December 1-2, 2011. Revised selected papers  	Okumura, Manabu, | Bekki, Daisuke, | Satoh, Ken,	Berlin ; Springer, Â©2012.	Electronic books. | Conference papers and proceedings.	9783642320903 electronic bk.3642320902 electronic bk.	Lecture notes in computer science ; 7258. 1611-3349 Lecture notes in computer science. Lecture notes in artificial intelligence. LNCS sublibrary. SL 7, Artificial intelligence.	1 online resource (ix, 290 pages)
9305	Artificial intelligence in medicine : proceedings  	Horn, Werner,	Berlin ; Springer, c1999.		354066162X (alk. paper)	Lecture notes in computer science ; 1620. Lecture notes in computer science. Lecture notes in artificial intelligence.	xiii,  454 p.
9306	Internet, phone, mail, and mixed-mode surveys : the tailored design method  	Dillman, Don A., 1941-	Hoboken, New Jersey		9781118456149 (cloth) 1118456149 (cloth) 9781502553614 (pbk.) 1502553619 (pbk.)		xvii, 509 pages
9307	SAP on the cloud  	Missbach, Michael, | Staerk, Thorsten, | Gardiner, Cameron, | McCloud, Joshua, | Madl, Robert, | Tempes, Mark, | Anderson, George,	Heidelberg	Electronic books.	9783662474181 (electronic bk.)3662474182 (electronic bk.)	Management for professionals.	1 online resource.
9308	Analytic mapping and geographic databases  	Garson, G. David.	Newbury Park		0803947526	Quantitative applications in the social sciences ; no. 07-087.	vi, 90 p.
9309	Intelligent systems and financial forecasting  	Kingdon, J. (Jason)	London ; Springer, c1997.		3540760989 (pbk.	Perspectives in neural computing	xii, 227 p.
9310	Coping with the OCLC subsystems  	Cope, Gabriele E.	Lincoln, Neb.		0933540043 (pbk.)		xii, 373 p.
9311	Business information systems : analysis, design and practice  	Curtis, Graham	Wokingham, England ; Addison-Wesley, c1989.		0201175231		xiv, 576 p.
9312	Conversational agents and natural language interaction : techniques and effective practices  	Perez-Marin, Diana, | Pascual-Nieto, Ismael,	Hershey, PA	Electronic books.	9781609606183 (electronic bk.)1609606183 (electronic bk.)1283153106 9781283153102		1 online resource (xviii, 456 pages)
9313	XML in scientific computing  	Pozrikidis, C. (Constantine), 1958-	Boca Raton, FL	Electronic books.	9781466512283 (electronic bk.)1466512288 (electronic bk.)1299992676 (ebk)9781299992672 (ebk)	Chapman & Hall/CRC numerical analysis and scientific computing.	1 online resource (xv, 243 pages)
9314	Practical Google Analytics and Google Tag Manager for developers  	Weber, Jonathan	[New York, New York]	Electronic books.	9781484202654 (electronic bk.)1484202651 (electronic bk.)		1 online resource
9316	The In-Memory Revolution : How SAP HANA Enables Business of the Future  	Plattner, Hasso, 1944-	Cham	Electronic books.	9783319166735 (electronic bk.)3319166735 (electronic bk.)		1 online resource (xxi, 275 pages)
9317	The literary text in the digital age  	Finneran, Richard J.	Ann Arbor		0472106902 (alk. paper)	Editorial theory and literary criticism	xii, 250 p.
9318	Big data analytics : a management perspective  	Corea, Francesco	Switzerland	Electronic books.	9783319389929 (electronic bk.)3319389920 (electronic bk.) print	Studies in big data ; v.21. 2197-6503	1 online resource (xiii, 48 pages)
9319	Information sciences and systems 2015 : 30th International Symposium on Computer and Information Sciences (ISCIS 2015)  	Abdelrahman, Omer H., | Gelenbe, Erol, | Gorbil, Gokce, | Lent, Ricardo,	Cham	Electronic books. | Conference papers and proceedings.	9783319226354 (electronic bk.)3319226355 (electronic bk.)	Lecture notes in electrical engineering ; 363. 1876-1100	1 online resource.
9320	Big data analytics for sensor-network collected intelligence  	Hsu, Hui-Huang, | Chang, Chuan-Yu, | Hsu, Ching-Hsien,	London, United Kingdom		9780128093931 0128093935	Intelligent data centric systems.	xx, 306 pages
9321	Ethics, the Social Sciences, and Policy Analysis 	Callahan, Daniel.	Boston, MA	Electronic books.	9781468470154 (electronic bk.)1468470159 (electronic bk.)	Hastings Center series in ethics.	1 online resource (408 pages).
9322	Soft computing methods in human sciences 	Niskanen, Vesa A.	Berlin ; Springer-Verlag, 2004.	Electronic books.	9783540364214 electronic bk.3540364218 electronic bk.	Studies in fuzziness and soft computing ; v. 134. 1434-9922	1 online resource (xv, 272 pages)
9324	Rural information systems : new directions in data collection and retrieval  	Driscoll, James Lawrence, | Buse, Rueben C.	Ames		0813809320 (acid-free paper)		x, 458 p.
9325	Electronic text : investigations in method and theory  	Sutherland, Kathryn.	Oxford		0198236638		ix, 245 p.
9326	Artificial neural networks in biological and environmental analysis  	Hanrahan, Grady.	Boca Raton, FL		9781439812587 (hardback) 1439812586 (hardback)	Analytical chemistry series (CRC Press)	xxii, 188 p.
9327	Quality teaching in primary science education : cross-cultural perspectives  	Hackling, Mark, | Ramseger, JÃ¶rg, | Chen, Hsiao-Lan Sharon,	Switzerland	Electronic books. | Cross-cultural studies.	9783319443836 (electronic bk.)3319443836 (electronic bk.)		1 online resource
9328	Internet Links for Science Education : Student-Scientist Partnerships  	Cohen, Karen C.	Boston, MA	Electronic books.	9781461559092 (electronic bk.)146155909X (electronic bk.)	Innovations in science education and technology ; 4.	1 online resource (280 pages).
9329	Connectivity frameworks for smart devices : the internet of things from a distributed computing perspective  	Mahmood, Zaigham,	Switzerland	Electronic books.	9783319331249 (electronic bk.)3319331248 (electronic bk.) (print) (print)	Computer communications and networks.	1 online resource (xix, 356 pages)
9330	Public key cryptography--PKC 2010 : 13th International Conference on Practice and Theory in Public Key Cryptography, Paris, France, May 26-28, 2010 : proceedings  	Nguyen, Phong, Q. | Pointcheval, David.	Berlin ; Springer, c2010.	Electronic books. | Conference papers and proceedings.	9783642130137 3642130135  pbk. pbk.	Lecture notes in computer science ; 6056. 0302-9743 LNCS sublibrary. SL 4, Security and cryptology.	1 online resource (xiii, 517 p.)
9331	Cryptographic hardware and embedded systems-- CHES 2012 : 14th International Workshop, Leuven, Belgium, September 9-12, 2012. Proceedings  	Prouff, Emmanuel. | Schaumont, Patrick R.	Berlin ; Springer, Â©2012.	Electronic books. | Conference papers and proceedings.	9783642330278 electronic bk.3642330274 electronic bk.	Lecture notes in computer science ; 7428. LNCS sublibrary. SL 4, Security and cryptology.	1 online resource.
9332	Public-key cryptography-- PKC 2013 : 16th International Conference on Practice and Theory in Public-Key Cryptography, Nara, Japan, February 26-March 1, 2013. Proceedings  	Kurosawa, Kaoru. | Hanaoka, Goichiro.	Berlin ; Springer, Â©2013.	Electronic books. | Conference papers and proceedings.	9783642363627 electronic bk.3642363628 electronic bk. print print	Lecture notes in computer science ; 7778. LNCS sublibrary. SL 4, Security and cryptology.	1 online resource.
9333	Topics in cryptology-- CT-RSA 2013 : the Cryptographers' track at the RSA Conference 2013, San Francisco, CA, USA, February 25-March 1, 2013. Proceedings  	Dawson, Ed	Berlin ; Springer, Â©2013.	Electronic books. | Conference papers and proceedings.	9783642360954 electronic bk.3642360955 electronic bk.	Lecture notes in computer science ; 7779. LNCS sublibrary. SL 4, Security and cryptology.	1 online resource.
9334	Information security practice and experience : 9th International Conference, ISPEC 2013, Lanzhou, China, May 12-14, 2013. Proceedings  	Deng, Robert H., | Feng, Tao,	Berlin ; New York	Electronic books. | Conference papers and proceedings.	9783642380334 electronic bk.3642380336 electronic bk.	Lecture notes in computer science ; 7863. LNCS sublibrary. SL 4, Security and cryptology.	1 online resource (xiii, 388 pages)
9336	Fundamentals of NeuroIS : Information Systems and the Brain  	Riedl, RenÃ©	Berlin	Electronic books.	9783662450918 (electronic bk.)3662450917 (electronic bk.) (print) (print)	Studies in neuroscience, psychology and behavioral economics, 2196-6605	1 online resource (xiii, 115 pages)
9337	Exploring the religious life  	Stark, Rodney.	Baltimore		0801878446 (alk. paper)		220 p. ; 24 cm.
9339	Advances in computing applications  	Chakrabarti, Amlan, | Sharma, Neha, | Balas, Valentina Emilia,	Singapore	Electronic books.	9789811026300 (electronic bk.)9811026300 (electronic bk.) (print)		1 online resource (xiv, 285 pages)
9340	Exploring Computer Science with Scheme 	Grillmeyer, Oliver.	New York, NY	Electronic books.	9781475729375 electronic bk.1475729375 electronic bk.	Undergraduate texts in computer science.	1 online resource (xxxii, 581 p.).
9341	Proceedings of International Conference on ICT for Sustainable Development : ICT4SD 2015. Volume 1  	Satapathy, Suresh Chandra, | Joshi, Amit, | Modi, Nilesh, | Pathak, Nisarg,	Singapore	Electronic books. | Conference papers and proceedings.	9789811001291 (electronic bk.)9811001294 (electronic bk.) (print) (print)	Advances in intelligent systems and computing ; v. 408.	1 online resource (xx, 757 pages)
9342	Fuzzy Relational Systems : Foundations and Principles  	BÄlohlÃ¡vek, Radim.	Boston, MA	Electronic books.	9781461506331 electronic bk.1461506336 electronic bk. print print	IFSR international series on systems science and engineering ; 20.	1 online resource (382 pages).
9343	Statistical and machine-learning data mining : techniques for better predictive modeling and analysis of big data  	Ratner, Bruce	Boca Raton, FL	Electronic books.	1439860920 (electronic bk.)9781439860922 (electronic bk.)		1 online resource (xxv, 496 pages)
9345	Deploying SharePoint 2016 : best practices for installing, configuring, and maintaining SharePoint Server 2016  	Catrinescu, Vlad.	Berkeley, CA	Electronic books.	9781484219997 (electronic bk.)1484219996 (electronic bk.)1484219988 9781484219980		1 online resource (403 pages)
9346	Computational linguistics and intelligent text processing : 14th International Conference, CICLing 2013, Samos, Greece, March 24-30, 2013, Proceedings. Part II  	Gelbukh, Alexander,	Berlin ; Springer, Â©2013.	Electronic books. | Conference papers and proceedings.	9783642372568 electronic bk.3642372562 electronic bk. print print	Lecture notes in computer science ; 7817. LNCS sublibrary. SL 1, Theoretical computer science and general issues.	1 online resource
9347	Foundational issues in artificial intelligence and cognitive science : impasse and solution  	Bickhard, Mark H.	Amsterdam ; Elsevier, 1995.	Electronic books.	9780080867632 (electronic bk.)0080867634 (electronic bk.) (acid-free paper)	Advances in psychology (Amsterdam, Netherlands) ; 109.	1 online resource (xii, 384 pages).
9348	Data Analysis in Astronomy 	GesÃ¹, V. Di.	Boston, MA	Electronic books.	9781461594338 electronic bk.1461594332 electronic bk.  print print	Ettore Majorana International Science Series ; ; 24.	1 online resource.
9349	Combinatorial maps : efficient data structures for computer graphics and image processing  	Damiand, Guillaume	Boca Raton	Electronic books.	9781482206531 (electronic bk.)1482206536 (electronic bk.)9781322634159 1322634157  (hardback) (hardback)		1 online resource (xxii, 383 pages)
9350	Introduction to information theory and data compression  	Hankerson, Darrel R.	Boca Raton, Fla.	Electronic books.	020399809X (electronic bk.)9780203998090 (electronic bk.)9781420035278 (e-book ;1420035274 (e-book ;  (cloth)	Discrete mathematics and its applications.	1 online resource (xi, 366 pages)
9354	System Specification & Design Languages : Best of FDL'02  	Villar, Eugenio.	Boston, MA	Electronic books.	9781402074141 140207414X 9780306487347 0306487349		1 online resource (ix, 340 p.)
9355	The silicon jungle : a novel of deception, power, and Internet intrigue  	Baluja, Shumeet, 1971-	Princeton, NJ	Electronic books. | Thrillers (Fiction) | Fiction.	9781400838141 (electronic bk.)1400838142 (electronic bk.)1282976397 9781282976399		1 online resource (xiii, 334 pages)
9356	The silicon jungle : a novel of deception, power, and Internet intrigue  	Baluja, Shumeet, 1971-	Princeton, NJ	Suspense fiction. | Fiction. | Thrillers (Fiction)	9781400838141 (electronic bk.)1400838142 (electronic bk.)1282976397 9781282976399		1 online resource (xiii, 334 pages)
9357	Distributed simulation : a model driven engineering approach  	TopÃ§u, Okan	Cham	Electronic books.	9783319030500 (electronic bk.)3319030507 (electronic bk.) (print)	Simulation foundations, methods and applications.	1 online resource.
9358	Intelligent systems for computer modelling : proceedings of the 1st European-Middle Asian Conference on Computer Modelling 2015, EMACOM 2015  	StÃ½skala, VÃ­tÄzslav, | Kolosov, Dmitrii, | SnÃ¡Å¡el, VÃ¡clav, | Karakeyev, Taalaybek, | Abraham, Ajith,	Switzerland	Electronic books. | Conference papers and proceedings.	9783319276441 (electronic bk.)3319276441 (electronic bk.) (print) (print)	Advances in intelligent systems and computing ; 423.	1 online resource
9359	Accuracy and reliability in scientific computing  	Einarsson, Bo,	Philadelphia, Pa.	Electronic books.	9780898718157 (electronic bk.)0898718155 (electronic bk.) (pbk.) (pbk.)	Software, environments, tools ; 18.	1 online resource (xxiii, 338 pages)
9360	Supercomputers in chemistry : based on a symposium cosponsored by the ACS Divisions of Computers in Chemistry, and Physical Chemistry, and the U.S. National Resource for...	Lykos, Peter. | Shavitt, Isaiah,	Washington, D.C.	Electronic books. | Conference papers and proceedings.	9780841208490 (ebook)0841208492 (ebook)	ACS symposium series ; 173.	1 online resource (x, 278 pages)
9361	Computer-assisted organic synthesis : a symposium cosponsored by the Division of Chemical Information and the Division of Computers in Chemistry at the centennial meeting of the...	Wipke, W. Todd, | Howe, W. Jeffrey	Washington, D.C.	Electronic books. | Conference papers and proceedings. | New York (NY, 1976)	9780841204621 (ebook)0841204624 (ebook)	ACS symposium series ; 61.	1 online resource (vii, 239 pages)
9362	Computational bioengineering  	Zhang, Guigen,	Boca Raton, FL	Electronic books.	9781466517561 (electronic bk.)1466517565 (electronic bk.) (hardback) (hardback)		1 online resource (xii, 464 pages)
9363	Effective computational methods for wave propagation  	Kampanis, Nikolaos A. | Dougalis, Vassilios A. | Ekaterinaris, John A.	Boca Raton	Electronic books.	9781420010879 (electronic bk.)1420010875 (electronic bk.) (Cloth) (Cloth)	Numerical insights ; v. 5.	1 online resource (xii, 694 pages)
9364	Proceedings of International Conference on ICT for Sustainable Development : ICT4SD 2015. Volume 2  	Satapathy, Suresh Chandra, | Joshi, Amit, | Modi, Nilesh, | Pathak, Nisarg,	Singapore	Electronic books. | Conference papers and proceedings.	9789811001352 (electronic bk.)9811001359 (electronic bk.) (print) (print)	Advances in intelligent systems and computing ; v. 408.	1 online resource (xx, 819 pages)
9365	Design and analysis of experiments in the health sciences 	Van Belle, Gerald.	Hoboken, N.J.	Electronic books.	9781118279694 electronic bk.1118279697 electronic bk.9786613678904 6613678902 9781118279724 electronic bk.1118279727 electronic bk.1280768134 9781280768132		1 online resource
9366	Dynamic Modeling of Environmental Systems 	Deaton, Michael L.	New York, NY	Electronic books.	9781461213000 electronic bk.1461213002 electronic bk.	Modeling dynamic systems.	1 online resource (xvi, 195 pages).
9367	Advances in Digital Forensics V : Fifth IFIP WG 11.9 International Conference on Digital Forensics, Orlando, Florida, USA, January 26-28, 2009, Revised Selected Papers  	Peterson, Gilbert, | Shenoi, Sujeet.	Berlin ; Springer, Â©2009.	Electronic books. | Conference proceedings.	9783642041556 3642041558	IFIP advances in information and communication technology ; 306.	1 online resource.
9368	Automated evaluation of text and discourse with Coh-Metrix  	McNamara, Danielle S.	New York, NY		9780521192927 (Hardback) 0521192927 (Hardback) 9780521137294 (Paperback) 0521137292 (Paperback)		xiv, 278 pages ; 24 cm
9369	Advancing digital humanities : research, methods, theories  	Arthur, Paul Longley, | Bode, Katherine,	Houndmills, Basingstoke, Hampshire		9781137336996 (hardback) 1137336994 (hardback) 9781137337009 (paperback) 1137337001 (paperback)		xii, 339 pages ; 24 cm
9370	Clinical data-mining : integrating practice and research  	Epstein, Irwin.	Oxford ; Oxford University Press, 2010.		9780195335521 (pbk.	Pocket guides to social work research methods.	xi, 228 p.
9371	Configuring the networked self : law, code, and the play of everyday practice  	Cohen, Julie E.	New Haven [Conn.]		9780300125436 (pbk.		xi, 337 p. ; 24 cm.
9372	High performance visualization : enabling extreme-scale scientific insight  	Bethel, E. Wes. | Childs, Hank. | Hansen, Charles.	Boca Raton		9781439875728 1439875723	Chapman & Hall/CRC computational science series.	xxxviii, 446 pages
9374	The Catalan language in the digital age = La llengua Catalana a l'era digital  	Moreno, Asuncion. | Rehm, Georg. | Uszkoreit, Hans.	Berlin ; Springer, Â©2012.	Electronic books.	9783642306785 electronic bk.3642306780 electronic bk.	White paper series (Springer (Firm))	1 online resource.
9375	The Maltese language in the digital age = Il-Lingwa Maltija Fl-Era DiÄ¡itali  	Rosner, Michael.	Berlin ; Springer, Â©2012.	Electronic books.	9783642306815 electronic bk.3642306810 electronic bk.		1 online resource.
9376	The Serbian language in the digital age 	Vitas, DuÅ¡ko. | Rehm, Georg. | Uszkoreit, Hans.	Berlin ; Springer, Â©2012.	Electronic books.	9783642307553 electronic bk.3642307558 electronic bk.  print print	White Paper Series, 2194-1416	1 online resource.
9377	The Galician language in the digital age = O idioma Galego na era dixital  	GarcÃ­a Mateo, Carmen.	Berlin ; Springer, Â©2012.	Electronic books.	9783642307997 electronic bk.364230799X electronic bk.	White paper series (Springer (Firm))	1 online resource.
9378	The Basque language in the digital age = Euskara aro digitalean  	HernÃ¡ez, Inmaculada. | Rehm, Georg. | Uszkoreit, Hans.	Berlin ; Springer, Â©2012.	Electronic books.	9783642307966 electronic bk.3642307965 electronic bk.	White paper series (Springer (Firm))	1 online resource.
9379	The Croatian language in the digital age = Hrvatski Jezik U Digitalnom Dobu  	TadiÄ, Marko.	Berlin ; Springer, Â©2012.	Electronic books.	9783642308826 electronic bk.3642308821 electronic bk.	White paper series (Springer (Firm))	1 online resource.
9380	IntelÂ® trusted execution technology for server platforms : a guide to more secure datacenters  	Futral, William T.	Berkeley, CA	Electronic books.	9781430261490 electronic bk.1430261498 electronic bk.	Expert's voice in security.	1 online resource (xx, 133 pages).
9381	Textual information access : statistical models  	Gaussier, Eric. | Yvon, FranÃ§ois.	London	Electronic books.	9781118562833 electronic bk.1118562836 electronic bk.9781118562796 electronic bk.1118562798 electronic bk.9781118562802 1118562801	ISTE.	1 online resource (xvi, 429 pages)
